496775071940096000,RT @andyyandreaa: I want Wing Stop. I want In-N-Out. I want 5 Guys. I want sushi. I want Applebee's. Man I'm a fat ass🙈,clarisssaaa_,231919224,Eighteen~,en,http://pbs.twimg.com/profile_images/483137244983599104/IwB2hW6u_normal.jpeg,"Gonzales, CA",,
496775072653513000,A sushi drive thru in VB would be nice.,LuvAlexandria,101946708,Trinidadian & Irish | Regent Univ. 2018,en,http://pbs.twimg.com/profile_images/495818408324530176/qaOk3lN3_normal.jpeg,"Virginia Beach, VA",,
496775077057548000,sushi for dinner 😈,SabrinaNirmaier,410327068,Q Maynard is pretty sweet ™ plus chocolate    cake is delicious 100% of the time so there's that,en,http://pbs.twimg.com/profile_images/496364215985508352/wUnq1fIE_normal.jpeg,,,
496775087844901000,RT @ana_garciaa17: Sushi is life 👅,MitzyFitzy,360184468,ｓｍｉｌｅ,en,http://pbs.twimg.com/profile_images/495678093626191872/ou7URYXG_normal.jpeg,,,
496775088029450000,RT @CarraBeckmann: need sushi pronto,kyleighcompton,570521170,SOT Royalty,en,http://pbs.twimg.com/profile_images/489525782134259713/0CsomXJx_normal.jpeg,,,
496775088813769000,For the first time in a really long time I'm actually craving sushi.,saronerboner,554006696,instagram: @saronerboner,en,http://pbs.twimg.com/profile_images/496116034487599105/XJjwfF6z_normal.jpeg,,,
496775092081152000,sushi when its hot bad idea #regret #dontfeelgood,PatelRavi590,864043422,I make YouTube vidoes every now and then you should check them out!! Like now.,en,http://pbs.twimg.com/profile_images/483992453947465730/E_5IXiux_normal.jpeg,,,
496775097953178000,Nissin Ramen + Hot Pandesal + Kopiko Brown for my Breakfarst. :) #GoodMorningToUs #HaveAGreatHair #Lalalala,iamDhez3427,629096116,"Charm is deceptive, and beauty does not last, but a woman who fears the lord will be greatly praised. Proverbs 31:30",en,http://pbs.twimg.com/profile_images/475854053105086465/26Pd8V3f_normal.jpeg,phil.malabon,,
496775106060763000,I want sushi,basilstevie,201213419,Live life to the fullest :),en,http://pbs.twimg.com/profile_images/495190067401338881/AFhA2X8u_normal.jpeg,"Gombak , Selangor",,
496775112989749000,自家製麺とくせのないトンコツスープに自家製チャーシュー 。麺山駒込本店　http://t.co/auPL20SRK6  (http://t.co/UuhJGlKQ42) http://t.co/qZ4L7gYnwa,premiumbot1,1453051375,青森・岩手・秋田ぐるめ　相互フォロー100%,ja,http://pbs.twimg.com/profile_images/3701386521/a8238169784ceecfe97c0098e0d7f557_normal.jpeg,,,
496775114399441000,@griezmunn duSHI QUEEN SUSHI,kinkyshady,2454706002,http://instagram.com/p/q-HR-Wl5S1/,cs,http://pbs.twimg.com/profile_images/494591804990570498/uq8tFvYU_normal.jpeg,the video above saved my life,,
496775118584951000,Hong Kong sushi restaurants  http://t.co/V6WXfn0qbW via @lacarmina,allemossilva,85145657,"Minha biografia é simples, tem só a data de nascimento. Mas é assim mesmo: a vida é de uma forma e as pessoas são de outra. Não existe definição para nada.",pt,http://pbs.twimg.com/profile_images/442758970596274176/cI-5JnWV_normal.jpeg,"São Gonçalo, Rio de Janeiro",,
496775124688056000,Sushi with my pumpkin jadey jade 🍱,Sugabear__,238605219,"relax & roll , love life cause being dead is corny ,",en,http://pbs.twimg.com/profile_images/496767113236086784/4WbxC2ml_normal.jpeg,,,
496775131029836000,RT @ffcvi: @stefhanyregis Eu to com fome de sushi 😭😭😭😭😭,stefhanyregis,287296762,"Si nada nos libra de la muerte, al menos que el amor nos salve de la vida",pt,http://pbs.twimg.com/profile_images/494689569045245953/uQOQItMM_normal.jpeg,,,
496775136322679000,“@becccv: I could go for some sushi rn”,Lera_kyle,1507894728,...........,en,http://pbs.twimg.com/profile_images/495748369332334592/gtR07E-0_normal.jpeg,,,
496775137857794000,Forever over-ordering at all you can eat and squishing leftover sushi into napkins,rossfarrah,2689081246,shut up jaimin,en,http://pbs.twimg.com/profile_images/493902231347802113/wK0CZVoK_normal.jpeg,,,
496775143700460000,"me: ""maybe try some sushi with shrimp, avocado and crab?""
grandma: ""no, no, and hell no."" 😂",heathercornejo_,2708526662,never hurts to start fresh right?,en,http://pbs.twimg.com/profile_images/496543194935332864/3JhZOkRJ_normal.jpeg,,,
496775146498454000,After a long time of sushi eating and shopping it's time for a nice nap. #WorkHardPlayHard,littleyvettee,101673814,Pre-Nursing.,en,http://pbs.twimg.com/profile_images/494239891136712704/jx09AUoz_normal.jpeg,NorthSideChicago. ,,
496775148335145000,Me and bre always go on cute sushi dates😋,kailey_flynn,629680982,wild,en,http://pbs.twimg.com/profile_images/496396060827213825/zdUdAZHo_normal.jpeg,vegas ,,
496775149098910000,vontade de sushi,larirog,2314438457,04/03/14 ♥,pt,http://pbs.twimg.com/profile_images/485209566389743616/k06NlrQA_normal.jpeg,,,
496775152550818000,"Mi hermano esta en bsas solo y como no queria cocinar se pidio SUSHI, SI SUSHI.",JochuCorti,995986381,"2648D68C ★☆  «I'd rather have roses on my table than diamonds on my neck.» «If your eyes could speak, what would they say?.»",es,http://pbs.twimg.com/profile_images/491015636676386817/X6CEX04q_normal.jpeg,Argentina,,
496775152164549000,ZITAO COMENDO RAMEN AI,siwonopparbless,779169955,Implantando uma torneirinha pros oppars me quererem                                              ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ☆ kpopper multi fandom e SiNa hard shipper ☆,pt,http://pbs.twimg.com/profile_images/486562602357501952/ZgPDauoq_normal.jpeg,,,
496775156447322000,Chotto Matte Jazilian !  A fusion of Japanese and Brazilian @SohoHypeLondon @ChottoMatteSoho #London #soho #food  http://t.co/pxsWvjsRm9,doindubai,2237277379,Blogger & Travel Journalist | An honest guide to life in Dubai Instagram: doindubai,en,http://pbs.twimg.com/profile_images/485394664761987072/BkSMejgp_normal.jpeg,"Dubai, UAE",,
496775156816429000,foda-se comecei a fazer o onigiri às 20:30 so acabei às 22 caralho,galaozinho,430068593,If magikarp can do nothing and then suddenly grow up to be really useful then so can I,en,http://pbs.twimg.com/profile_images/440234764982026240/yitvuhjg_normal.jpeg,Portugal,,
496775161803452000,"RT @LouroNYC: #Ramen #Hangover:Come try our Surf and Turf Ramen w/pork, mussels, clams, shrimp, &amp; calamari #popupstandout",evoamerica,2608877044,,en,http://pbs.twimg.com/profile_images/477814083836973056/qPiGv2K3_normal.jpeg,,,
496775168946352000,"RT @chlxxejane: Instagram is slowly turning into an army of girls in white aa tennis skirts, fjallraven bags, sushi dates, sports wear and …",lucy_lockk,635738664,,en,http://pbs.twimg.com/profile_images/495219575118913536/bATy9uQ__normal.jpeg,Panem,,
